KEY,SENTENCE,angry,disgust,fear,happy,neutral,sad,surprise,emocao_predominante,text_valence
1_12002_u,Then buckle up; you're in for a cranky night.,0.41877445578575134,0.035673122853040695,0.019954171031713486,0.004910826683044434,0.45012393593788147,0.054693058133125305,0.015870539471507072,neutral,-0.5241839811205864
1_12083_u,"Oh, just put it in your mouth and pop it like a zit.",0.05632726475596428,0.6304966807365417,0.013630702160298824,0.0027938017155975103,0.2805824279785156,0.008517008274793625,0.007652101572602987,disgust,-0.706177854212001
1_12202_u,"No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",0.039773836731910706,0.07263509929180145,0.7049029469490051,0.0014099428663030267,0.03906648978590965,0.1364501416683197,0.005761584732681513,fear,-0.952352081774734
1_12275_u,"Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice.",0.0311529990285635,0.2324381321668625,0.01262392196804285,0.005976542830467224,0.6828200221061707,0.01632978580892086,0.018658602610230446,neutral,-0.2865682961419225
1_12320_u,"Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am.",0.009421921335160732,0.03617805615067482,0.02105582505464554,0.0177462100982666,0.5410079956054688,0.1498345136642456,0.22475551068782806,neutral,-0.1987441061064601
1_12331_u,"Wow, there's a Denny's in Vegas you can actually get married in.",0.0028481795452535152,0.0017397061455994844,0.0014664187328889966,0.01011223066598177,0.013541650958359241,0.0019753763917833567,0.9683164954185486,surprise,0.0020825498504564166
1_1262_u,You were very clear. As was everyone else at the table.,0.01576196774840355,0.025709720328450203,0.00311389216221869,0.004006720148026943,0.9423824548721313,0.004803689196705818,0.004221590235829353,neutral,-0.04538254928775132
1_1296_u,"They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.",0.10303996503353119,0.19091051816940308,0.012373425997793674,0.005968013312667608,0.5111337900161743,0.026985155418515205,0.14958907663822174,neutral,-0.32734105130657554
1_1466_u,"Maybe when I publish it, I'll include an inhaler.",0.016398470848798752,0.03980829939246178,0.01040976494550705,0.0033093364909291267,0.9097852110862732,0.009000832214951515,0.011288083158433437,neutral,-0.07230803091078997
1_1470_u,I don't know. It just died. I'm getting a bunch of static.,0.06634628772735596,0.1964608132839203,0.013196171261370182,0.004332283511757851,0.23146945238113403,0.042387232184410095,0.44580769538879395,surprise,-0.31405822094529867
1_1478_u,"Sadly, Mrs. Giselle Wolowitz is sensitive to chlorine. Lucky for her I like my fashion models pruny and bug-eyed.",0.0007497027399949729,0.0030152862891554832,0.005507189780473709,0.002589988289400935,0.02215651422739029,0.9487029314041138,0.017278341576457024,sad,-0.955385121924337
1_1484_u,The big deal is that nobody touches food on my plate.,0.3151337206363678,0.4707539677619934,0.005046716425567865,0.003421513829380274,0.1884070485830307,0.010003089904785156,0.0072339423932135105,disgust,-0.797515980899334
1_1549_u,On a dusty highway just outside Bakersfield. Where do you think? On Mars!,0.06415101140737534,0.07547745853662491,0.04516466706991196,0.007434249855577946,0.1705489307641983,0.01895933784544468,0.6182643175125122,surprise,-0.19631822500377893
1_1560_u,How nice. Maybe they can carpool when they visit you in federal prison.,0.007311896421015263,0.03169044852256775,0.0026667588390409946,0.16076381504535675,0.6318632364273071,0.02979373186826706,0.13591012358665466,neutral,0.08930097939446568
1_162_u,"Sheldon, if you were a robot, and I knew and you didn't...",0.2410806566476822,0.24033480882644653,0.05657842382788658,0.006144300103187561,0.38969236612319946,0.021818703040480614,0.044350866228342056,neutral,-0.5536682922393084
1_1627_u,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!",0.5969632267951965,0.1051052138209343,0.04849265515804291,0.012179947458207607,0.03370089828968048,0.015696147456765175,0.18786191940307617,angry,-0.7540772957727313
1_1638_u,The blunt instrument that will be the focus of my murder trial?,0.6336286067962646,0.2353242039680481,0.02564244717359543,0.0010481891222298145,0.045908134430646896,0.015452532097697258,0.04299582540988922,angry,-0.9089996009133756
1_1666_u,Would it work if I just punched you in the face?,0.40319862961769104,0.14834454655647278,0.03934502601623535,0.003243295941501856,0.10869255661964417,0.03585918992757797,0.26131680607795715,angry,-0.6235040961764753
1_1678_u,Answering the question once and for all why Wolowitz bailed out of medical school.,0.12488238513469696,0.16207852959632874,0.03358113765716553,0.0054424358531832695,0.5459169745445251,0.12010937184095383,0.007989151403307915,neutral,-0.4352089883759618
1_1722_u,My aunt Marion gave them to me for my 12th birthday.,0.003674851031973958,0.0012577306479215622,0.0008133725496008992,0.9298406839370728,0.009369834326207638,0.015830310061573982,0.03921334818005562,happy,0.9082644196460024
1_1732_u,You were right. Your larynx is terribly inflamed. I've never seen anything like it.,0.020934544503688812,0.30605068802833557,0.04387611150741577,0.004061260260641575,0.34902340173721313,0.2154354751110077,0.06061854586005211,neutral,-0.5822355588898063
1_175_u,"If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.",0.025997618213295937,0.04437798634171486,0.004454712383449078,0.03853622451424599,0.793412446975708,0.03834912180900574,0.05487193912267685,neutral,-0.07464321423321962
1_1772_u,"""Dave."" Sounds like Leonard's got a new BFF.",0.00710044801235199,0.009789921343326569,0.0023502681870013475,0.06869777292013168,0.7389408946037292,0.012200376018881798,0.16092027723789215,neutral,0.03725675935856998
1_1798_u,"If you don't like this stuff, let's go next door and build her a bear.",0.5310011506080627,0.36562618613243103,0.01727057807147503,0.002497270470485091,0.058592282235622406,0.023515472188591957,0.0014970690244808793,angry,-0.9349161165300757
1_1803_u,"- Maybe I heard you wrong. A lot of words sound like ""yoga.""",0.006477525923401117,0.024884099140763283,0.006517444271594286,0.012419704347848892,0.8754674196243286,0.016950249671936035,0.05728353559970856,neutral,-0.04240961465984583
1_182_u,No. The dark crescent-shaped patterns under your arms conceal it nicely.,0.016862323507666588,0.6893953084945679,0.043974436819553375,0.0020857539493590593,0.18979045748710632,0.05275503173470497,0.005136662628501654,disgust,-0.8009013466071337
1_1931_u,Why don't you just lie down on the floor and swim there?,0.6388323903083801,0.14160463213920593,0.03557204082608223,0.0028698069509118795,0.051962997764348984,0.01325013767927885,0.11590800434350967,angry,-0.8263893940020353
1_1973_u,I hope I'm a waitress at the Cheesecake Factory for my whole life.,0.005849461071193218,0.013674086891114712,0.004568992182612419,0.03967836871743202,0.9073588848114014,0.009384212084114552,0.019485991448163986,neutral,0.006201616488397121
1_1987_u,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",0.006406937725841999,0.07554561644792557,0.0016635869396850467,0.8703481554985046,0.030450908467173576,0.013653633184731007,0.001931066857650876,happy,0.773078381200321
1_2075_u,There's no hurry. Tell them more about their secret love for each other.,0.02619088813662529,0.008724365383386612,0.004179910756647587,0.015420428477227688,0.9152889847755432,0.012111582793295383,0.01808391883969307,neutral,-0.035786318592727184
1_2119_u,"Kind of makes you feel more alive, doesn't it?",0.009677310474216938,0.06307739019393921,0.0038254577666521072,0.3175170421600342,0.5538783669471741,0.018942730501294136,0.03308168053627014,neutral,0.2219941532239318
1_213_u,"How's this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university's ""chosen to hire you, despite the fact ""that you've done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.",0.011987377889454365,0.017642265185713768,0.004960955120623112,0.05803277716040611,0.12588250637054443,0.028826376423239708,0.7526677250862122,surprise,-0.00538419745862484
1_2198_u,"Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.",0.07980850338935852,0.10723507404327393,0.0026727791409939528,0.014640085399150848,0.7237056493759155,0.0634785071015358,0.008459486998617649,neutral,-0.23855477827601135
1_2216_u,"Excuse me, but what about me? Why don't I get a shot?",0.7838440537452698,0.05456305667757988,0.06464484333992004,0.0033350272569805384,0.030901161953806877,0.024141747504472733,0.03856998309493065,angry,-0.9238586740102619
1_2354_u,"So? Do cocaine smugglers write ""cocaine"" on the box?",0.04673774912953377,0.056203167885541916,0.0114502664655447,0.0023799731861799955,0.5114665627479553,0.004065474960952997,0.3676967918872833,neutral,-0.11607668525539339
1_2361_u,Thank you so much for giving me the opportunity to help.,0.0043616206385195255,0.0023453577887266874,0.0027708986308425665,0.9150156378746033,0.05094677209854126,0.006280412897467613,0.01827920600771904,happy,0.8992573479190469
1_2420_u,You know this can go on all night. Why don't you just come with us?,0.4382234513759613,0.1444016396999359,0.1574050784111023,0.006620914675295353,0.14710623025894165,0.02265404537320137,0.08358863741159439,angry,-0.7560633001849055
1_2423_u,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,0.002952739130705595,0.006012194789946079,0.001910643302835524,0.002915634773671627,0.9721629023551941,0.0022311601787805557,0.011814759112894535,neutral,-0.010191102628596127
1_2464_u,"You think ""coffee,"" means coffee. That is so sweet.",0.009758719243109226,0.057912204414606094,0.0013144727563485503,0.07048981636762619,0.787473738193512,0.005286830011755228,0.06776423752307892,neutral,-0.0037824100581929088
1_2575_u,"You don't really believe in that superstition, do you?",0.29760199785232544,0.28556597232818604,0.034840427339076996,0.00894327275454998,0.18305498361587524,0.019458293914794922,0.17053508758544922,angry,-0.6285234186798334
1_2580_u,"Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?",0.2519732713699341,0.06783970445394516,0.2727454602718353,0.011751770041882992,0.3639945685863495,0.008849701844155788,0.02284548617899418,neutral,-0.5896563678979874
1_2614_u,Hardly a day goes by when I don't think about it.,0.01829652488231659,0.186130553483963,0.02585328370332718,0.0019212383776903152,0.6514440774917603,0.06387010961771011,0.05248419567942619,neutral,-0.2922292333096266
1_2616_u,"Sure, maybe a tableau of me trying to pummel you to death.",0.037577930837869644,0.6289165019989014,0.023301366716623306,0.009006227366626263,0.2819081246852875,0.013895711861550808,0.005394041072577238,disgust,-0.6946852840483189
1_2664_u,"Terrific, it's just that... I don't think Penny wants me to go.",0.013485593721270561,0.0797039121389389,0.7842243313789368,0.004791958257555962,0.05982641130685806,0.012600039131939411,0.04536769911646843,fear,-0.8852219181135297
1_2669_u,What did you mean when you said you were going to miss me?,0.057592540979385376,0.029117882251739502,0.0736808031797409,0.007639913819730282,0.05538228154182434,0.41295745968818665,0.36362916231155396,sad,-0.5657087722793221
1_276_u,"Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.",0.1147245317697525,0.3382658362388611,0.026501834392547607,0.004323647823184729,0.20919393002986908,0.30165472626686096,0.005335490684956312,disgust,-0.7768232808448374
1_2778_u,"Ooh, big talk from a man who was once treed by a chicken.",0.018457705155014992,0.3725600838661194,0.020894667133688927,0.04161218926310539,0.1044936403632164,0.04478553682565689,0.3971962332725525,surprise,-0.4150858037173748
1_2792_u,"No, I mean, we can always go back to being friends.",0.0355973094701767,0.09392406046390533,0.007452866993844509,0.013205589726567268,0.8357042670249939,0.011136401444673538,0.0029794881120324135,neutral,-0.1349050486460328
1_2797_u,It's an iCal download. She can put it right in her phone.,0.006622765678912401,0.0043329293839633465,0.0018888410413637757,0.005885378457605839,0.9489908814430237,0.006533285137265921,0.0257459357380867,neutral,-0.013492442783899605
1_2819_u,"You know, I've always wanted to go to a Goth nightclub.",0.014267660677433014,0.062167033553123474,0.03613464906811714,0.5491159558296204,0.239657461643219,0.08021619915962219,0.018441064283251762,happy,0.35633041337132454
1_2830_u,"No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now.",0.013866282068192959,0.048637669533491135,0.00960022583603859,0.0037171265576034784,0.7927344441413879,0.11089029163122177,0.020553898066282272,neutral,-0.17927734251134098
1_2837_u,"- Chocolate? - No, I don't want any chocolate!",0.21010573208332062,0.2601868808269501,0.040135301649570465,0.016303136944770813,0.13470762968063354,0.06303145736455917,0.2755298614501953,surprise,-0.5571562349796295
1_2842_u,"Oh, you know, Goth stuff. Goth magazines, Goth music.",0.01924310252070427,0.36118826270103455,0.014748921617865562,0.08651451021432877,0.47867849469184875,0.02248210832476616,0.017144590616226196,neutral,-0.33114788495004177
1_2853_u,"Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",0.007438842672854662,0.014538603834807873,0.010714251548051834,0.007757852785289288,0.9320354461669922,0.0052478862926363945,0.022267090156674385,neutral,-0.030181731563061476
1_3064_u,When I have enough to destroy all the human toast on the Battlestar known as Galactica.,0.6550185680389404,0.15999068319797516,0.019579745829105377,0.03771528601646423,0.11155883222818375,0.011732853017747402,0.004404112696647644,angry,-0.8086065640673041
1_3069_u,Seems like an awful lot of trouble to go through for intercourse.,0.017782535403966904,0.4612499475479126,0.38189035654067993,0.0024066432379186153,0.04263072460889816,0.08454760164022446,0.009492252953350544,disgust,-0.9430637978948653
1_3125_u,"But if she dumps you, she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one.",0.035338278859853745,0.027332240715622902,0.004277072846889496,0.030798405408859253,0.8665034770965576,0.016423434019088745,0.019327081739902496,neutral,-0.052572621032595634
1_3177_u,"Not a great movie, but look at that beautiful desert.",0.009164953604340553,0.10436034947633743,0.010263986885547638,0.13650812208652496,0.6098262667655945,0.06607165187597275,0.06380464881658554,neutral,-0.05335281975567341
1_3204_u,Right. That was so good! Sweety and meaty at the same time.,0.0067883324809372425,0.06404507905244827,0.0016985792899504304,0.7645725011825562,0.1437394767999649,0.007731800898909569,0.01142430491745472,happy,0.6843087094603106
1_3256_u,"I'm sorry, fiddling with yourself in the bathtub is a real class act.",0.06719395518302917,0.815619707107544,0.014634324237704277,0.003118341090157628,0.04879629984498024,0.03995862230658531,0.010678953491151333,disgust,-0.9342882677447051
1_3259_u,"No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you.",0.041444480419158936,0.1749352216720581,0.004456368274986744,0.5300468802452087,0.21624960005283356,0.01894800364971161,0.013919400982558727,happy,0.29026280622929335
